text,label
KITCHEN CREW ( LILA WADI ),kitchen assistant
General Worker (Kitchen),kitchen assistant
Desserts Maker,kitchen assistant
KITCHEN ASSISTANT ( SIBLING KITCHEN SDN BHD ),kitchen assistant
Cafe Assistant,kitchen assistant
Kitchen Helper & Service Crew,kitchen assistant
Restaurant Kitchen,kitchen assistant
Kitchen Crew / Waitress,kitchen assistant
Commis Cook,kitchen assistant
Kitchen Commis -Bangsar,kitchen assistant
Kichen,kitchen assistant
Pembantu Dapur / Kitchen Assistant,kitchen assistant
CANTEEN HELPER & CLEANER (PJ SS & OLD KLANG ROAD),kitchen assistant
Apprenticeship (Cloud Kitchen Assistant),kitchen assistant
Kitchen Crew (Apprentice),kitchen assistant
CATERING ASSISTANT,kitchen assistant
Restaurant Crew Japanese Halal Ramen Restaurant ,kitchen assistant
Food Prep Assistant,kitchen assistant
Kitchen / Bar Crew,kitchen assistant
Kitchen crew,kitchen assistant
KITCHEN ASSISTANT  1 ( GRANDMA TANG DESSERT ) ,kitchen assistant
Kitchen Assistant ( SIBLING KITCHEN SDN BHD ),kitchen assistant
Kitchen - Assistant/helper,kitchen assistant
Kitchen  helper,kitchen assistant
Kitchen Assitant,kitchen assistant
KITCHEN CREW,kitchen assistant
"Commis, Grocer Kitchen BIG IPC Mutiara Damansara",kitchen assistant
Kitchen helper(tasty),kitchen assistant
3rd Wok,kitchen assistant
cooker,kitchen assistant
KITCHEN ASSISTANT  (Setia City Mall),kitchen assistant
R & D - Kitchen Department,kitchen assistant
KREW PERKHIDMATAN (Ice Cream Shop),kitchen assistant
KITCHEN HELPER (CAWANGAN TG MALIM),kitchen assistant
Food Preparation Assistant(non Halal) 厨房帮手 ,kitchen assistant
Kitchen Staff,kitchen assistant
F&B KITCHEN CREW,kitchen assistant
Kitchen Helper/Pembantu Dapur,kitchen assistant
Restaurant Crew - Kitchen ,kitchen assistant
Production Crew/Trainee,kitchen assistant
Kitchen Crew - Bukit Jelutong,kitchen assistant
APPRENTICE KITCHEN AND F&B ,kitchen assistant
Commis,kitchen assistant
Kitchen Helper - Gurney Plaza Idealite,kitchen assistant
KITCHEN CREW ( Oppadak Oven Baked Chicken ) ),kitchen assistant
Kitchen Assistant (Jin Xuan Old Town),kitchen assistant
Commis ,kitchen assistant
F&B At Non Halal Restaurant,kitchen assistant
Commis 1  - Malay Cuisine,kitchen assistant
Food Preparation,kitchen assistant
Kitchen Helper Moktis Alor Setar,kitchen assistant
Kitchen Crew Vacancy,kitchen assistant
kitchen helper ,kitchen assistant
Cafe Crew (Senawang),kitchen assistant
Kitchen  Crew,kitchen assistant
Kitchen and Meal Planner Trainee,kitchen assistant
Food Court Crew,kitchen assistant
Beverage Crew,kitchen assistant
Plating,kitchen assistant
Operation Assistant (Seri Petaling),kitchen assistant
Kitchen Crew (Asst Chef/Kitchen helper),kitchen assistant
Kichen Helper,kitchen assistant
Restaurant Crew Member PT,kitchen assistant
Kitchen Crew / Tea Barista,kitchen assistant
Kitchen Helper: Sri Petaling,kitchen assistant
Kitchen Commis,kitchen assistant
Kitchen Production,kitchen assistant
Kitchen Crew (Universal Intellectual),kitchen assistant
kitchen crew,kitchen assistant
KITCHEN HELPER / COMMIS,kitchen assistant
apprentice kitchen crew,kitchen assistant
VACANCY  KITCHEN HELPER,kitchen assistant
KITCHEN ASSISTANT/Service Crew (Bandar Bontanic),kitchen assistant
COMMIS,kitchen assistant
Kitchen Assistant (Non-halal),kitchen assistant
Kitchen Assistance,kitchen assistant
Commis I,kitchen assistant
"Kitchen/Service Crew YUN Bridge Noodle (Non-Halal), Bangsar",kitchen assistant
Cloud Kitchen Assistant,kitchen assistant
BARISTA -BARTENDER -SUPERVISOR - KITCHEN HELPER,kitchen assistant
INTERN FOR KITCHEN,kitchen assistant
KITCHEN ASSISTANT,kitchen assistant
KITCHEN ASSISTANT ( GRANDMA TANG DESSERT ),kitchen assistant
Kitchen Crew,kitchen assistant
KITCHEN/ KITCHEN HELPER,kitchen assistant
Kitchen Helper: Damansara Uptown,kitchen assistant
Kitchen Helper (Breakfirst),kitchen assistant
Kitchen Helper - Factory,kitchen assistant
"Kitchen/Service Crew YUN Bridge Noodle (Non-Halal), Puchong",kitchen assistant
KITCHEN ASSISTANT ( Yao Hau Fook ),kitchen assistant
Hotel Helper,kitchen assistant
COMMIS III,kitchen assistant
Kitchen Cutter,kitchen assistant
Assistant - Kitchen ,kitchen assistant
KITCHEN  STEWARD,kitchen assistant
kitchen crew(11huas),kitchen assistant
Kitchen Crew (Oldtown Grand),kitchen assistant
KITCHEN HELPERS,kitchen assistant
kitchen ( oh tea cafe),kitchen assistant
KITCHEN APPRENTICE II ,kitchen assistant
COMMIS I/II/III- URGENT HIRING,kitchen assistant
CREW ,kitchen assistant
FOOD AND BEVERAGE ASSISTANT,kitchen assistant
Kitchen Assistant Needed,kitchen assistant
KITCHEN HELPER ,kitchen assistant
FNB ASSISTANT,kitchen assistant
Kitchen crew Team leader,kitchen assistant
Kitchen Helper (Puchong),kitchen assistant
Food & Beverage Assistant,kitchen assistant
F&B at Non Halal Restaurant,kitchen assistant
Kitchen Help,kitchen assistant
FnB Crew,kitchen assistant
Japanese Restaurant Kitchen Assistance,kitchen assistant
Kitchen Helper / Food Service Helper ,kitchen assistant
Kitchen Assistant (Xin Juan KD),kitchen assistant
KITCHEN HELPER (INANAM),kitchen assistant
Kitchen Cook,kitchen assistant
Kitchen Assistance (Female Only),kitchen assistant
COMMIS II,kitchen assistant
Kitchen ,kitchen assistant
KITCHEN ASSISTANT ,kitchen assistant
kitchen assistant / crew,kitchen assistant
Cafe Crew ,kitchen assistant
KITCHEN ASSISTANT (Bangi),kitchen assistant
Kitchen helper,kitchen assistant
Catering Assistant,kitchen assistant
Kitchen Assistance/Helper,kitchen assistant
Kitchen Chef - Supervisor,head chef
Chief Chef,head chef
LEAD OF KOREAN CUISINE,head chef
HeadChef ( Arabic-Lebanese Cuisine ),head chef
SENIOR HEAD CHEF AT RESTAURANT,head chef
tukang masak,head chef
Head of Culinary,head chef
HEAD CHEF ( KENNY HILLS ),head chef
VEGETARIAN CHEF EXECUTIVE,head chef
HEAD OF KITCHEN,head chef
Professional Chef,head chef
Outlet & Central Kitchen Manager,head chef
Head of Kitchen,head chef
Japanese Executive Chef,head chef
Kitchen Supervisor,head chef
HEAD CHEF 1 AND 2,head chef
Head Kitchen/Cheff,head chef
Executive Head Chef,head chef
PIPING ENGINEER,calculation engineer
Senior Executive - Engineer,calculation engineer
PIPING DESIGN SPECIALIST ,calculation engineer
PIPING MANAGER,calculation engineer
STRUCTURAL ANALYST ENGINEER,calculation engineer
TECHNICAL PROJECT COORDINATOR,calculation engineer
Piping Supervisor,calculation engineer
Senior Piping Stress Engineering,calculation engineer
"Executive, Piping",calculation engineer
TECHINICAL ENGINEER,calculation engineer
Sr. Piping Engineer,calculation engineer
Technical Engineer,calculation engineer
"EXECUTIVE, EXPORT & DOCUMENTATION",customs and excise officer
EXPORT DOCUMENTATION,customs and excise officer
CUSTOM CLEARANCE OFFICER,customs and excise officer
Export Shipping Clerk (Assistant),customs and excise officer
ASSISTANCE LOGISTIC,customs and excise officer
EXPORT EXECUTIVE,customs and excise officer
Shipping / Forwarding Clerk,customs and excise officer
CUSTOM CLEARANCE ,customs and excise officer
Ocean Export Coordinator,customs and excise officer
Customs Specialist (Supply Chain),customs and excise officer
Shipping Supervisor,customs and excise officer
Shipping Document Coordinator,customs and excise officer
Senior Shipping & Admin Officer,customs and excise officer
Documentation and Shipping Executive.,customs and excise officer
Shipping Executive,move coordinator
Admin Cum Shipping Assistant,move coordinator
Shipping Coordinator,move coordinator
Shipping Operation Executive,move coordinator
SHIPPING EXECUTIVE & SALE SUPPORT,move coordinator
Shipping cum Admin Coordinator #MAL,move coordinator
Shipping,move coordinator
SEA FREIGHT EXECUTIVE,move coordinator
Distribution Network Management Specialist ,move coordinator
Export Shipping Assistant,move coordinator
"Coordinator, Shipping #MAL",move coordinator
Education Consultant (International Admissions Office),admissions coordinator
School Co-Ordinator for Yamaha Music School,admissions coordinator
"EXECUTIVE, ADMISSIONS",admissions coordinator
"Executive, Students Affairs ",admissions coordinator
Admissions Coordinator,admissions coordinator
Project Coordinator (Protege),admissions coordinator
Corporate Administrative Executive,admissions coordinator
Head of Placement & Student Experience,admissions coordinator
Admission Assistant,admissions coordinator
Admissions Manager,admissions coordinator
E Commerce Coordinator (Protege),admissions coordinator
Student Relationship Officer,admissions coordinator
Product Planner (KL),stage manager
Product Planner (JB),stage manager
Tukang Jahit ,dressmaker
JUNIOR DRESSMAKER,dressmaker
TUKANG JAHIT ,dressmaker
Coach Jahitan,dressmaker
TUKANG JAHIT WANITA,dressmaker
Tailor Shop Assistant,dressmaker
Dress Maker,dressmaker
Assistant store keeper,department store manager
Operation Manager,department store manager
Assistant Store Manager Kepong,department store manager
Assistant Store Manager (Mitsui Lalaport Jln Hang Tuah KL),department store manager
AVIONICS MANTENANCE MANAGER,department store manager
Operation Director,department store manager
Store Crew Petaling Jaya ,department store manager
Creative Lead (Cason Group),department store manager
Store Assistant ,department store manager
International Operation Manager,department store manager
Assistant Store Captain,department store manager
Assistant Store Manager,department store manager
Operation Assistant Manager (Indoor Region Leader),department store manager
Store Captain,department store manager
ASSISTANT STOREKEEPER,department store manager
Outlet Manager - Sunway Carnival Penang ( New Outlet ),department store manager
Outlet Manager - Icon City Penang  (New Outlet),department store manager
OPERATION MANAGER(food manutacturing),department store manager
Operations and Support Intern,department store manager
RETAIL MANAGEMENT & DEVELOPMENT EXECUTIVE,department store manager
Operation Cum Admin,department store manager
General Operation,department store manager
Vending Machine Operations Manager,department store manager
operation,department store manager
OUTLET MANAGER TEMERLOH,department store manager
Juru Wang,department store manager
Store Manager Bukit Jalil & Balakong ,department store manager
OPERATION LEADER,department store manager
Retail Manager,department store manager
MANAGER (SECURITY GUARD),security manager
ASSIGNMENT MANAGER,security manager
Safety & Health Officer,security manager
Security Executive,security manager
BASE EXECUTIVE,security manager
SAFETY AND SECURITY ASSISTANT,security manager
Security Systems & Projects Manager,security manager
"EXECUTIVE, SAFETY & HEALTH",security manager
Assistant Safety Officer,security manager
Security Manager @i-City,security manager
Security Manager,security manager
Security Manager ,security manager
Safety and Security Manager,security manager
Executive - Safety,security manager
HSE OFFICER,security manager
Security Officer KP41 (Security Equipment),security manager
BEHAVIORAL SAFETY COACH,security manager
CHIEF SECURITY,security manager
Safety Supervision,security manager
OPERATION EXECUTIVE ,security manager
Safety & Health Trainer,security manager
